12752	1
8984	1
9008	5
568	410
4264	1
2624	10
21712	2
14752	4
1512	58
20000	4
1824	40
15336	1
216	2999
6304	4
2632	4
208	3197
1896	15
3984	4
2072	25
7976	1
8192	3
12240	1
5064	5
3024	8
11144	1
2992	28
6112	1
4184	7
11264	3
5208	1
26160	4
2128	37
5944	3
14856	3
1664	110
1360	49
6104	5
143192	3
280	1568
40112	1
34408	1
4104	12
424	728
7832	2
6944	6
9880	1
122080	1
10128	2
13752	1
1576	60
2480	21
6688	4
12328	2
34528	2
1968	54
10584	4
1336	61
6928	1
3080	28
960	117
2120	34
6352	8
4256	7
7984	3
4216	2
5432	3
48896	2
50496	2
3584	2
3552	12
2968	19
1736	44
2264	19
12264	1
16120	3
5672	5
11904	1
4352	7
15640	2
4480	2
35112	3
85632	1
48144	1
4744	6
18080	3
5912	5
88448	2
9904	4
4904	2
4896	6
4072	10
3776	3
7592	1
18592	2
10864	4
6192	8
3976	1
6472	2
21896	1
7448	3
11256	3
9840	4
23000	1
6728	5
21984	7
3232	9
15272	2
6520	3
2224	36
1072	118
1280	67
2368	15
7536	6
5888	4
9016	2
9920	3
10248	1
7920	6
64	31163
6560	5
17496	3
5904	4
37592	2
2600	5
29656	4
168	4536
1448	45
17472	2
17736	1
2920	4
9432	3
11024	1
1160	101
10040	3
15056	1
12592	2
2448	26
23568	3
13928	1
9272	10
22792	1
352	1024
5336	5
42216	2
5152	6
7936	3
13424	2
3864	18
7176	4
4664	5
4440	12
5568	6
11408	1
8016	2
109864	1
6096	1
2136	54
824	191
8400	2
16672	3
30096	1
7488	2
8736	1
2496	41
1688	48
9512	10
6248	2
2824	20
8552	2
20664	2
3760	7
12360	1
9648	8
7088	8
8048	4
15192	4
7256	4
13560	1
37152	1
4152	5
2776	5
2464	26
25624	2
13296	1
7312	2
3240	5
2488	25
3336	15
19888	2
3472	6
4688	16
14648	1
18984	2
83040	1
1152	78
1696	32
4784	6
6008	4
1872	54
6360	9
2888	8
1144	119
86200	1
3320	7
36160	1
312	1541
53040	1
63048	2
6592	2
3160	9
68144	2
20216	2
22160	3
3672	9
3488	6
11064	1
12944	1
9096	2
696	264
7704	1
7120	5
79720	2
16144	2
4856	2
9416	2
55872	1
13624	1
20864	1
1344	60
7336	1
34136	1
2376	20
18904	3
7992	5
10912	5
4880	3
12776	1
18000	2
6744	9
4576	9
9832	2
13720	1
16920	3
7272	1
18464	2
2640	15
17664	3
5624	2
11560	2
3920	6
2288	33
16192	1
13680	2
3536	2
47728	2
1816	37
3832	10
3040	10
8816	3
4608	2
1384	64
3352	18
7208	21
7320	2
23768	3
5328	9
7352	2
8064	1
37408	3
9856	1
5728	6
25320	1
1224	81
2960	22
10832	3
6800	1
2720	13
18344	1
704	261
15984	3
9576	7
8608	2
6544	5
26992	3
2616	35
4848	8
3192	16
936	158
4136	13
1112	65
1656	65
1056	118
872	210
10448	2
11880	1
2168	44
2928	11
8072	1
11400	1
3616	9
4520	14
6856	1
73080	3
920	200
1584	71
11440	4
16864	2
39936	3
30472	3
10184	5
3344	4
1048	107
16528	1
12512	1
72	25223
3048	14
4168	5
5552	1
28760	3
4296	10
8584	2
5832	2
3312	14
5664	11
3064	9
7456	3
12720	1
21368	5
61224	2
12424	3
12728	6
7648	5
3880	9
4232	8
2680	17
2560	19
968	156
3416	21
8008	3
7776	3
1272	83
23496	4
7416	1
896	177
3248	6
1240	71
10256	5
7376	2
9296	5
8280	1
6816	1
3816	5
1568	58
736	250
20256	2
57664	3
12528	2
4448	8
5736	13
12048	1
36520	2
672	252
5688	2
1608	31
4176	2
8328	4
16752	1
1176	83
4544	11
5696	3
5000	3
632	312
7784	2
17000	2
53416	1
6512	4
5536	2
24072	2
120520	1
41904	2
30056	2
10792	2
10720	2
4424	6
6792	2
3592	20
2808	16
7216	2
10304	1
368	1093
6808	1
4928	10
4696	4
21992	1
24528	2
5040	1
12152	6
6336	8
23288	2
808	233
5816	2
6432	5
12736	2
8256	4
11096	2
32072	3
22840	2
38792	2
1792	51
832	215
4984	5
9040	3
15608	1
26960	2
12856	3
5488	3
3704	1
1776	57
5592	2
16480	3
8896	1
5192	9
11200	2
104	12635
4144	4
10288	2
13248	3
4536	11
6280	3
3856	6
864	155
1192	67
80	19088
51520	2
76072	1
952	201
13760	5
11008	1
48240	2
13992	3
4816	1
18584	2
4288	5
15824	2
6240	1
8616	5
87792	1
9528	11
472	549
536	534
640	288
256	2121
23720	2
3280	21
1864	46
4760	7
19944	2
16616	1
19608	3
384	917
11536	3
9392	6
5656	8
2144	26
176	4646
3368	18
4600	4
130840	1
1528	57
3968	6
43648	2
5112	5
4160	9
4488	14
14592	3
79184	1
7824	3
4200	6
11800	3
52912	2
9408	1
6072	8
5584	1
12936	5
3544	4
8232	14
168712	2
8216	4
12248	1
47544	2
7304	6
8776	3
29888	2
8112	3
2384	25
576	391
848	155
2152	29
8928	1
6056	2
40456	1
15800	9
1416	49
74696	3
4968	8
2456	19
3296	12
3632	7
4208	10
4368	9
1920	34
3432	13
7392	1
1104	153
10552	2
4592	4
5184	10
4920	1
7960	2
9768	1
11704	2
15776	1
32168	1
2328	13
15864	1
3744	12
5024	1
86840	3
24672	1
9792	1
13776	4
7608	1
4032	7
5416	3
6568	3
4432	4
24352	2
31928	3
4248	3
6400	5
680	305
1392	91
3824	12
752	228
10744	1
4808	9
21800	2
15616	3
3896	10
448	664
2816	27
1544	54
11472	1
83136	3
5296	3
3272	13
12688	3
2536	28
1632	74
528	460
2440	7
4088	8
4240	1
12888	2
5032	4
1960	49
10144	2
10960	2
33456	3
12664	3
10664	6
69488	2
7880	1
4328	6
5168	3
5520	2
6256	4
10104	2
3736	12
12680	2
12176	4
18960	2
11424	3
1456	51
160	4824
5744	2
2832	14
6448	4
27200	2
14824	6
29104	2
5896	7
8392	5
77912	1
9320	3
2712	24
22312	3
3680	9
75920	3
14680	2
48216	2
1480	49
1432	49
11856	1
1472	43
9456	5
10512	3
2688	13
88	18535
29576	1
13904	3
3016	35
10840	3
4752	8
5952	3
38112	3
1376	63
6040	4
32792	2
1088	159
3608	20
32752	1
184	3988
2408	17
1832	17
2056	35
12464	2
9624	1
9104	2
2704	21
4736	3
8000	5
11984	4
5808	5
456	658
16592	1
9600	1
1728	37
31704	1
3120	6
1440	67
42328	1
488	562
1800	39
3440	6
4512	2
136	8287
24128	1
10336	2
9496	1
440	642
320	1210
16456	1
480	477
4456	9
30304	3
8248	2
1184	78
192	3258
2800	13
7800	1
5712	1
4384	7
6672	4
2504	10
1040	99
67368	1
7296	3
3912	10
11928	2
6608	3
39120	1
7864	3
3928	5
31296	1
1368	45
760	172
22272	2
10120	3
1928	21
4008	19
2592	27
5600	3
8536	6
4560	9
22008	2
1752	44
2760	20
2696	21
2752	17
14200	3
13072	1
4360	7
3200	13
1216	66
20816	2
5800	1
18168	2
30112	3
7720	3
2648	10
264	1981
18872	1
17832	6
3008	28
23408	3
11048	4
14456	3
720	188
22200	1
2872	20
7912	6
6456	5
3224	12
2424	22
8568	4
8168	4
12792	2
26864	2
20392	3
11056	5
46288	3
7616	2
11072	1
1488	42
13408	1
8088	3
6736	7
6952	6
1328	75
10080	3
92128	1
21888	3
3712	4
21552	3
8240	3
544	503
13536	3
5400	2
3720	13
6552	6
6016	3
48	54312
1312	83
5480	8
7064	3
38024	1
1600	58
5144	12
592	331
25696	3
2568	28
3768	6
3872	6
520	466
712	272
24600	1
3648	12
3304	20
44536	2
4000	6
17568	2
8952	3
4888	9
24704	2
2736	18
8360	2
12896	3
7752	6
5496	1
63128	1
5088	2
2176	18
38304	2
12968	1
15248	2
608	357
44032	1
112	9882
8448	6
5648	2
1888	26
1496	99
4912	2
1136	98
8312	2
22432	1
13696	2
10952	2
48792	2
8528	1
3152	10
12984	2
5472	4
6120	2
8456	2
16280	2
6024	5
4616	5
2296	29
7144	1
432	528
7360	3
13592	3
54288	1
11720	2
5528	8
12608	3
7464	6
5264	3
2232	19
416	824
12952	2
7624	1
304	1236
4224	5
63200	1
2064	25
2552	20
24248	1
1552	50
5992	1
6848	1
17224	3
22328	2
5984	1
3104	2
20832	1
29144	3
29504	1
217632	1
12008	3
4320	4
2016	35
4416	7
880	161
6656	6
8440	2
